date;heure;SO2;NO2;O3
;;microg/m3;microg/m3;microg/m3
10/08/2018;1;1;3;59
10/08/2018;2;1;2;60
10/08/2018;3;1;3;58
10/08/2018;4;1;5;51
10/08/2018;5;1;3;57
10/08/2018;6;1;5;56
10/08/2018;7;1;11;51
10/08/2018;8;1;18;40
10/08/2018;9;1;10;55
10/08/2018;10;1;7;62
10/08/2018;11;1;4;66
10/08/2018;12;1;4;70
10/08/2018;13;1;2;75
10/08/2018;14;1;3;78
10/08/2018;15;1;4;80
10/08/2018;16;1;5;80
10/08/2018;17;1;3;78
10/08/2018;18;1;4;77
10/08/2018;19;1;5;76
10/08/2018;20;1;6;74
10/08/2018;21;1;4;74
10/08/2018;22;1;4;69
10/08/2018;23;1;6;62
10/08/2018;24;1;3;63
11/08/2018;1;1;2;60
11/08/2018;2;1;2;58
11/08/2018;3;1;2;60
11/08/2018;4;1;2;56
11/08/2018;5;1;3;52
11/08/2018;6;1;4;50
11/08/2018;7;1;7;43
11/08/2018;8;1;5;47
11/08/2018;9;1;5;48
11/08/2018;10;2;3;56
11/08/2018;11;2;4;67
11/08/2018;12;2;4;64
11/08/2018;13;2;4;64
11/08/2018;14;2;6;59
11/08/2018;15;2;5;84
11/08/2018;16;2;6;77
11/08/2018;17;2;9;68
11/08/2018;18;2;10;60
11/08/2018;19;2;12;62
11/08/2018;20;2;12;80
11/08/2018;21;2;13;88
11/08/2018;22;3;20;85
11/08/2018;23;3;15;85
11/08/2018;24;3;13;87
12/08/2018;1;4;8;95
12/08/2018;2;1;4;105
12/08/2018;3;1;4;104
12/08/2018;4;1;4;95
12/08/2018;5;1;3;81
12/08/2018;6;1;4;83
12/08/2018;7;1;4;81
12/08/2018;8;1;10;68
12/08/2018;9;1;9;74
12/08/2018;10;1;8;82
12/08/2018;11;1;5;90
12/08/2018;12;1;6;96
12/08/2018;13;1;6;96
12/08/2018;14;1;5;91
12/08/2018;15;1;4;89
12/08/2018;16;1;4;95
12/08/2018;17;1;4;97
12/08/2018;18;1;4;95
12/08/2018;19;1;7;70
12/08/2018;20;2;10;68
12/08/2018;21;2;3;95
12/08/2018;22;2;6;82
12/08/2018;23;1;18;55
12/08/2018;24;1;16;58
13/08/2018;1;1;11;66
13/08/2018;2;1;7;54
13/08/2018;3;0;4;54
13/08/2018;4;0;4;46
13/08/2018;5;0;3;49
13/08/2018;6;0;5;49
13/08/2018;7;1;7;44
13/08/2018;8;0;5;45
13/08/2018;9;1;5;46
13/08/2018;10;1;5;39
13/08/2018;11;1;4;48
13/08/2018;12;1;3;48
13/08/2018;13;0;2;53
13/08/2018;14;1;3;57
13/08/2018;15;1;3;61
13/08/2018;16;1;4;52
13/08/2018;17;1;4;58
13/08/2018;18;1;5;47
13/08/2018;19;1;5;49
13/08/2018;20;1;5;42
13/08/2018;21;1;6;44
13/08/2018;22;1;5;46
13/08/2018;23;1;4;52
13/08/2018;24;1;2;59
14/08/2018;1;1;1;56
14/08/2018;2;1;2;53
14/08/2018;3;1;3;49
14/08/2018;4;1;4;45
14/08/2018;5;1;4;43
14/08/2018;6;0;4;44
14/08/2018;7;0;7;38
14/08/2018;8;1;8;36
14/08/2018;9;1;10;33
14/08/2018;10;1;9;38
14/08/2018;11;1;7;51
14/08/2018;12;1;6;65
14/08/2018;13;1;4;76
14/08/2018;14;1;5;74
14/08/2018;15;1;4;80
14/08/2018;16;1;4;78
14/08/2018;17;1;4;77
14/08/2018;18;1;4;69
14/08/2018;19;1;4;61
14/08/2018;20;1;4;61
14/08/2018;21;1;6;53
14/08/2018;22;2;7;50
14/08/2018;23;1;6;51
14/08/2018;24;1;7;50
15/08/2018;1;1;6;47
15/08/2018;2;1;6;43
15/08/2018;3;1;4;44
15/08/2018;4;1;3;54
15/08/2018;5;1;3;44
15/08/2018;6;1;4;38
15/08/2018;7;1;6;32
15/08/2018;8;1;5;45
15/08/2018;9;1;4;45
15/08/2018;10;1;4;49
15/08/2018;11;1;4;54
15/08/2018;12;1;3;60
15/08/2018;13;1;3;64
15/08/2018;14;1;5;57
15/08/2018;15;1;5;68
15/08/2018;16;1;7;51
15/08/2018;17;1;12;57
15/08/2018;18;1;8;62
15/08/2018;19;1;7;72
15/08/2018;20;1;14;61
15/08/2018;21;2;22;70
15/08/2018;22;1;13;74
15/08/2018;23;1;24;61
15/08/2018;24;1;11;65
16/08/2018;1;1;15;49
16/08/2018;2;1;16;44
16/08/2018;3;1;31;32
16/08/2018;4;1;31;36
16/08/2018;5;1;42;23
16/08/2018;6;1;46;22
16/08/2018;7;1;22;48
16/08/2018;8;1;42;32
16/08/2018;9;1;36;41
16/08/2018;10;1;28;51
16/08/2018;11;1;13;72
16/08/2018;12;1;8;86
16/08/2018;13;1;8;99
16/08/2018;14;1;9;101
16/08/2018;15;1;6;109
16/08/2018;16;2;7;104
16/08/2018;17;2;6;101
16/08/2018;18;2;7;88
16/08/2018;19;1;6;66
16/08/2018;20;1;6;56
16/08/2018;21;1;6;46
16/08/2018;22;1;5;40
16/08/2018;23;1;4;43
16/08/2018;24;1;3;43
17/08/2018;1;1;4;43
17/08/2018;2;1;4;43
17/08/2018;3;1;3;45
17/08/2018;4;1;3;48
17/08/2018;5;1;6;49
17/08/2018;6;1;9;42
17/08/2018;7;1;13;34
17/08/2018;8;1;15;30
17/08/2018;9;1;11;33
17/08/2018;10;1;9;38
17/08/2018;11;1;7;44
17/08/2018;12;1;6;54
17/08/2018;13;1;7;50
17/08/2018;14;1;6;52
17/08/2018;15;1;6;49
17/08/2018;16;1;6;53
17/08/2018;17;1;8;49
17/08/2018;18;1;7;52
17/08/2018;19;1;7;50
17/08/2018;20;1;6;51
17/08/2018;21;1;7;52
17/08/2018;22;1;7;50
17/08/2018;23;1;6;50
17/08/2018;24;1;8;49
18/08/2018;1;1;6;48
18/08/2018;2;1;6;48
18/08/2018;3;0;5;53
18/08/2018;4;0;3;59
18/08/2018;5;1;5;56
18/08/2018;6;0;2;69
18/08/2018;7;2;3;67
18/08/2018;8;2;9;52
18/08/2018;9;1;4;63
18/08/2018;10;1;3;69
18/08/2018;11;1;4;69
18/08/2018;12;1;4;70
18/08/2018;13;1;4;65
18/08/2018;14;1;4;67
18/08/2018;15;1;5;63
18/08/2018;16;1;4;59
18/08/2018;17;1;5;54
18/08/2018;18;1;5;51
18/08/2018;19;1;5;44
18/08/2018;20;1;7;45
18/08/2018;21;1;7;46
18/08/2018;22;1;8;47
18/08/2018;23;0;15;41
18/08/2018;24;1;15;43
19/08/2018;1;1;14;47
19/08/2018;2;1;18;42
19/08/2018;3;0;20;38
19/08/2018;4;1;32;24
19/08/2018;5;0;34;24
19/08/2018;6;1;29;34
19/08/2018;7;1;9;58
19/08/2018;8;0;5;56
19/08/2018;9;0;6;60
19/08/2018;10;1;4;64
19/08/2018;11;0;4;70
19/08/2018;12;0;4;76
19/08/2018;13;0;5;76
19/08/2018;14;0;4;75
19/08/2018;15;1;3;73
19/08/2018;16;1;3;70
19/08/2018;17;1;3;70
19/08/2018;18;1;3;70
19/08/2018;19;1;5;56
19/08/2018;20;1;4;53
19/08/2018;21;0;6;51
19/08/2018;22;0;4;34
19/08/2018;23;1;4;29
19/08/2018;24;1;4;28
20/08/2018;1;1;4;30
20/08/2018;2;1;4;23
20/08/2018;3;1;4;30
20/08/2018;4;1;4;25
20/08/2018;5;1;4;26
20/08/2018;6;1;7;23
20/08/2018;7;1;6;20
20/08/2018;8;1;10;18
20/08/2018;9;n/d;8;n/d
20/08/2018;10;2;8;31
20/08/2018;11;2;8;37
20/08/2018;12;2;7;38
20/08/2018;13;2;6;43
20/08/2018;14;2;6;42
20/08/2018;15;2;7;36
20/08/2018;16;2;11;31
20/08/2018;17;2;13;31
20/08/2018;18;2;14;33
20/08/2018;19;2;10;37
20/08/2018;20;2;10;41
20/08/2018;21;2;9;41
20/08/2018;22;2;10;39
20/08/2018;23;0;8;38
20/08/2018;24;0;11;35
21/08/2018;1;0;12;34
21/08/2018;2;0;9;34
21/08/2018;3;0;8;33
21/08/2018;4;0;6;33
21/08/2018;5;0;15;24
21/08/2018;6;0;25;18
21/08/2018;7;0;36;8
21/08/2018;8;0;39;8
21/08/2018;9;1;33;11
21/08/2018;10;0;26;18
21/08/2018;11;0;25;23
21/08/2018;12;1;21;41
21/08/2018;13;1;17;42
21/08/2018;14;1;14;38
21/08/2018;15;1;15;41
21/08/2018;16;1;13;50
21/08/2018;17;1;12;45
21/08/2018;18;1;13;41
21/08/2018;19;1;14;40
21/08/2018;20;1;15;36
21/08/2018;21;1;17;35
21/08/2018;22;1;16;36
21/08/2018;23;0;14;39
21/08/2018;24;0;21;33
22/08/2018;1;0;30;23
22/08/2018;2;0;17;38
22/08/2018;3;1;7;43
22/08/2018;4;1;7;34
22/08/2018;5;1;9;36
22/08/2018;6;1;4;51
22/08/2018;7;1;21;29
22/08/2018;8;1;37;16
22/08/2018;9;1;43;16
22/08/2018;10;1;41;26
22/08/2018;11;1;30;44
22/08/2018;12;1;23;56
22/08/2018;13;1;22;61
22/08/2018;14;2;17;65
22/08/2018;15;2;8;100
22/08/2018;16;2;9;71
22/08/2018;17;2;10;57
22/08/2018;18;2;8;53
22/08/2018;19;1;9;53
22/08/2018;20;1;11;56
22/08/2018;21;1;8;69
22/08/2018;22;1;9;64
22/08/2018;23;1;11;54
22/08/2018;24;1;14;47
23/08/2018;1;1;11;42
23/08/2018;2;1;8;42
23/08/2018;3;1;9;29
23/08/2018;4;1;7;28
23/08/2018;5;1;8;28
23/08/2018;6;1;13;26
23/08/2018;7;1;18;21
23/08/2018;8;1;17;23
23/08/2018;9;1;14;25
23/08/2018;10;1;14;26
23/08/2018;11;1;11;45
23/08/2018;12;1;8;60
23/08/2018;13;1;7;66
23/08/2018;14;1;5;67
23/08/2018;15;1;5;64
23/08/2018;16;1;4;50
23/08/2018;17;1;4;50
23/08/2018;18;1;6;53
23/08/2018;19;1;5;54
23/08/2018;20;1;7;37
23/08/2018;21;1;6;42
23/08/2018;22;1;5;40
23/08/2018;23;0;3;45
23/08/2018;24;0;4;54
24/08/2018;1;0;n/d;56
24/08/2018;2;0;n/d;56
24/08/2018;3;0;n/d;54
24/08/2018;4;0;n/d;50
24/08/2018;5;0;n/d;46
24/08/2018;6;0;n/d;42
24/08/2018;7;0;n/d;43
24/08/2018;8;0;n/d;43
24/08/2018;9;0;n/d;46
24/08/2018;10;0;n/d;52
24/08/2018;11;0;n/d;56
24/08/2018;12;0;n/d;60
24/08/2018;13;0;n/d;63
24/08/2018;14;0;n/d;63
24/08/2018;15;0;n/d;67
24/08/2018;16;0;n/d;68
24/08/2018;17;0;n/d;70
24/08/2018;18;0;n/d;72
24/08/2018;19;0;n/d;60
24/08/2018;20;0;n/d;64
24/08/2018;21;0;n/d;59
24/08/2018;22;0;n/d;62
24/08/2018;23;1;n/d;59
24/08/2018;24;1;n/d;60
25/08/2018;1;0;n/d;59
25/08/2018;2;0;n/d;61
25/08/2018;3;0;n/d;60
25/08/2018;4;0;n/d;59
25/08/2018;5;0;n/d;61
25/08/2018;6;0;n/d;58
25/08/2018;7;0;n/d;52
25/08/2018;8;0;n/d;50
25/08/2018;9;1;n/d;51
25/08/2018;10;1;n/d;52
25/08/2018;11;1;n/d;52
25/08/2018;12;1;n/d;54
25/08/2018;13;1;n/d;62
25/08/2018;14;1;n/d;54
25/08/2018;15;0;n/d;57
25/08/2018;16;1;n/d;67
25/08/2018;17;0;n/d;57
25/08/2018;18;0;n/d;54
25/08/2018;19;0;n/d;51
25/08/2018;20;0;n/d;47
25/08/2018;21;0;n/d;44
25/08/2018;22;0;n/d;44
25/08/2018;23;1;n/d;40
25/08/2018;24;1;n/d;44
26/08/2018;1;1;n/d;43
26/08/2018;2;1;n/d;55
26/08/2018;3;1;n/d;52
26/08/2018;4;1;n/d;30
26/08/2018;5;1;n/d;29
26/08/2018;6;1;n/d;57
26/08/2018;7;1;n/d;61
26/08/2018;8;1;n/d;52
26/08/2018;9;1;n/d;55
26/08/2018;10;1;n/d;66
26/08/2018;11;1;n/d;78
26/08/2018;12;0;n/d;82
26/08/2018;13;0;n/d;84
26/08/2018;14;0;n/d;87
26/08/2018;15;0;n/d;86
26/08/2018;16;0;n/d;84
26/08/2018;17;0;n/d;84
26/08/2018;18;0;n/d;81
26/08/2018;19;0;n/d;80
26/08/2018;20;0;n/d;75
26/08/2018;21;0;n/d;69
26/08/2018;22;0;n/d;68
26/08/2018;23;1;n/d;66
26/08/2018;24;1;n/d;62
27/08/2018;1;1;n/d;60
27/08/2018;2;1;n/d;53
27/08/2018;3;1;n/d;54
27/08/2018;4;1;n/d;50
27/08/2018;5;1;n/d;48
27/08/2018;6;1;n/d;41
27/08/2018;7;1;n/d;45
27/08/2018;8;1;n/d;58
27/08/2018;9;2;n/d;50
27/08/2018;10;2;n/d;50
27/08/2018;11;2;n/d;59
27/08/2018;12;2;n/d;55
27/08/2018;13;2;n/d;63
27/08/2018;14;2;n/d;71
27/08/2018;15;2;n/d;73
27/08/2018;16;3;n/d;77
27/08/2018;17;3;n/d;55
27/08/2018;18;3;n/d;52
27/08/2018;19;3;n/d;56
27/08/2018;20;2;n/d;55
27/08/2018;21;3;n/d;50
27/08/2018;22;2;n/d;50
27/08/2018;23;1;n/d;44
27/08/2018;24;1;n/d;44
28/08/2018;1;1;n/d;45
28/08/2018;2;1;n/d;49
28/08/2018;3;1;n/d;48
28/08/2018;4;1;n/d;48
28/08/2018;5;1;n/d;49
28/08/2018;6;1;n/d;55
28/08/2018;7;1;n/d;56
28/08/2018;8;1;n/d;46
28/08/2018;9;1;n/d;38
28/08/2018;10;1;n/d;43
28/08/2018;11;1;n/d;47
28/08/2018;12;1;n/d;74
28/08/2018;13;1;n/d;75
28/08/2018;14;1;n/d;71
28/08/2018;15;2;n/d;105
28/08/2018;16;2;n/d;111
28/08/2018;17;2;n/d;113
28/08/2018;18;1;n/d;106
28/08/2018;19;1;n/d;101
28/08/2018;20;3;n/d;99
28/08/2018;21;1;n/d;96
28/08/2018;22;1;n/d;95
28/08/2018;23;1;n/d;97
28/08/2018;24;1;n/d;91
29/08/2018;1;1;n/d;86
29/08/2018;2;1;n/d;69
29/08/2018;3;1;n/d;69
29/08/2018;4;0;n/d;63
29/08/2018;5;1;n/d;60
29/08/2018;6;1;n/d;63
29/08/2018;7;1;n/d;38
29/08/2018;8;1;n/d;32
29/08/2018;9;1;n/d;49
29/08/2018;10;1;n/d;70
29/08/2018;11;1;n/d;78
29/08/2018;12;1;n/d;78
29/08/2018;13;1;n/d;47
29/08/2018;14;1;n/d;52
29/08/2018;15;1;n/d;69
29/08/2018;16;1;n/d;76
29/08/2018;17;1;n/d;69
29/08/2018;18;1;n/d;63
29/08/2018;19;1;n/d;60
29/08/2018;20;1;n/d;61
29/08/2018;21;1;n/d;61
29/08/2018;22;1;n/d;62
29/08/2018;23;1;n/d;62
29/08/2018;24;1;n/d;58
30/08/2018;1;1;n/d;51
30/08/2018;2;1;n/d;50
30/08/2018;3;1;n/d;49
30/08/2018;4;1;n/d;43
30/08/2018;5;1;n/d;37
30/08/2018;6;1;n/d;24
30/08/2018;7;1;n/d;22
30/08/2018;8;1;n/d;17
30/08/2018;9;1;n/d;20
30/08/2018;10;1;n/d;33
30/08/2018;11;n/d;n/d;n/d
30/08/2018;12;n/d;n/d;n/d
30/08/2018;13;1;25;51
30/08/2018;14;1;40;41
30/08/2018;15;1;37;47
30/08/2018;16;1;34;50
30/08/2018;17;1;30;56
30/08/2018;18;1;51;36
30/08/2018;19;1;63;28
30/08/2018;20;1;30;52
30/08/2018;21;1;44;34
30/08/2018;22;1;25;44
30/08/2018;23;1;15;55
30/08/2018;24;1;19;52
31/08/2018;1;1;15;54
31/08/2018;2;1;12;54
31/08/2018;3;1;10;54
31/08/2018;4;1;11;49
31/08/2018;5;1;14;50
31/08/2018;6;1;16;53
31/08/2018;7;1;24;48
31/08/2018;8;1;37;36
31/08/2018;9;1;38;40
31/08/2018;10;1;27;53
31/08/2018;11;1;22;61
31/08/2018;12;2;19;67
31/08/2018;13;1;20;68
31/08/2018;14;1;16;75
31/08/2018;15;1;18;76
31/08/2018;16;1;13;80
31/08/2018;17;1;13;79
31/08/2018;18;1;14;79
31/08/2018;19;1;13;77
31/08/2018;20;2;15;73
31/08/2018;21;1;23;65
31/08/2018;22;1;14;69
31/08/2018;23;1;16;69
31/08/2018;24;1;13;70
01/09/2018;1;1;9;73
01/09/2018;2;1;5;74
01/09/2018;3;1;5;71
01/09/2018;4;1;5;70
01/09/2018;5;1;5;70
01/09/2018;6;1;9;66
01/09/2018;7;1;8;67
01/09/2018;8;1;12;59
01/09/2018;9;1;27;41
01/09/2018;10;1;18;56
01/09/2018;11;1;15;67
01/09/2018;12;1;13;74
01/09/2018;13;1;12;80
01/09/2018;14;1;10;85
01/09/2018;15;1;10;87
01/09/2018;16;1;9;89
01/09/2018;17;1;10;91
01/09/2018;18;1;9;93
01/09/2018;19;1;14;86
01/09/2018;20;1;9;93
01/09/2018;21;1;5;97
01/09/2018;22;1;7;96
01/09/2018;23;2;7;90
01/09/2018;24;2;13;74
02/09/2018;1;1;14;69
02/09/2018;2;1;12;64
02/09/2018;3;1;10;67
02/09/2018;4;2;8;70
02/09/2018;5;1;9;68
02/09/2018;6;2;8;71
02/09/2018;7;1;8;73
02/09/2018;8;2;14;66
02/09/2018;9;2;22;50
02/09/2018;10;2;23;56
02/09/2018;11;2;18;73
02/09/2018;12;2;11;87
02/09/2018;13;2;13;92
02/09/2018;14;2;13;96
02/09/2018;15;2;13;94
02/09/2018;16;2;11;94
02/09/2018;17;2;10;94
02/09/2018;18;2;9;93
02/09/2018;19;2;13;88
02/09/2018;20;2;5;103
02/09/2018;21;1;5;103
02/09/2018;22;1;6;97
02/09/2018;23;1;24;73
02/09/2018;24;1;18;72
03/09/2018;1;1;17;70
03/09/2018;2;1;9;76
03/09/2018;3;1;4;80
03/09/2018;4;1;4;78
03/09/2018;5;1;5;75
03/09/2018;6;1;6;71
03/09/2018;7;1;6;73
03/09/2018;8;2;6;78
03/09/2018;9;2;21;65
03/09/2018;10;2;53;30
03/09/2018;11;3;36;56
03/09/2018;12;3;17;84
03/09/2018;13;3;12;94
03/09/2018;14;3;10;99
03/09/2018;15;2;8;102
03/09/2018;16;2;9;103
03/09/2018;17;2;15;95
03/09/2018;18;2;11;98
03/09/2018;19;3;17;91
03/09/2018;20;3;23;74
03/09/2018;21;3;21;71
03/09/2018;22;2;17;74
03/09/2018;23;1;14;75
03/09/2018;24;1;12;74
04/09/2018;1;1;11;72
04/09/2018;2;1;10;72
04/09/2018;3;1;8;71
04/09/2018;4;1;8;73
04/09/2018;5;1;12;68
04/09/2018;6;1;21;56
04/09/2018;7;1;30;47
04/09/2018;8;1;28;48
04/09/2018;9;1;25;49
04/09/2018;10;1;23;47
04/09/2018;11;1;21;48
04/09/2018;12;1;20;50
04/09/2018;13;1;22;47
04/09/2018;14;1;21;46
04/09/2018;15;1;22;44
04/09/2018;16;1;21;46
04/09/2018;17;1;20;51
04/09/2018;18;1;24;46
04/09/2018;19;1;19;51
04/09/2018;20;1;14;56
04/09/2018;21;1;12;56
04/09/2018;22;2;11;58
04/09/2018;23;0;12;62
04/09/2018;24;0;10;57
05/09/2018;1;0;8;54
05/09/2018;2;0;9;53
05/09/2018;3;0;10;51
05/09/2018;4;0;7;61
05/09/2018;5;0;11;51
05/09/2018;6;0;25;38
05/09/2018;7;0;35;32
05/09/2018;8;0;31;40
05/09/2018;9;0;27;45
05/09/2018;10;0;25;49
05/09/2018;11;1;20;64
05/09/2018;12;1;20;77
05/09/2018;13;1;18;86
05/09/2018;14;1;20;88
05/09/2018;15;1;15;96
05/09/2018;16;1;15;93
05/09/2018;17;1;15;90
05/09/2018;18;1;14;90
05/09/2018;19;1;14;84
05/09/2018;20;1;13;77
05/09/2018;21;1;10;76
05/09/2018;22;1;9;78
05/09/2018;23;0;7;83
05/09/2018;24;0;6;83
06/09/2018;1;0;5;86
06/09/2018;2;0;5;84
06/09/2018;3;0;4;86
06/09/2018;4;0;6;78
06/09/2018;5;0;7;83
06/09/2018;6;0;15;69
06/09/2018;7;0;22;59
06/09/2018;8;0;25;60
06/09/2018;9;0;18;65
06/09/2018;10;0;13;66
06/09/2018;11;0;16;66
06/09/2018;12;0;13;62
06/09/2018;13;0;13;63
06/09/2018;14;0;12;70
06/09/2018;15;0;9;77
06/09/2018;16;0;9;79
06/09/2018;17;0;8;84
06/09/2018;18;0;12;83
06/09/2018;19;0;12;82
06/09/2018;20;0;14;83
06/09/2018;21;0;12;85
06/09/2018;22;0;11;80
06/09/2018;23;1;7;79
06/09/2018;24;1;3;78
07/09/2018;1;0;4;74
07/09/2018;2;0;3;68
07/09/2018;3;0;3;60
07/09/2018;4;0;4;55
07/09/2018;5;0;5;51
07/09/2018;6;0;7;49
07/09/2018;7;0;9;48
07/09/2018;8;0;12;44
07/09/2018;9;0;8;44
07/09/2018;10;0;8;47
07/09/2018;11;0;7;57
07/09/2018;12;1;6;68
07/09/2018;13;0;7;72
07/09/2018;14;1;7;76
07/09/2018;15;1;7;82
07/09/2018;16;1;8;89
07/09/2018;17;1;7;87
07/09/2018;18;1;10;80
07/09/2018;19;1;12;77
07/09/2018;20;1;10;83
07/09/2018;21;1;10;79
07/09/2018;22;1;9;78
07/09/2018;23;3;6;82
07/09/2018;24;3;5;81
08/09/2018;1;3;6;79
08/09/2018;2;3;20;61
08/09/2018;3;2;34;42
08/09/2018;4;2;20;58
08/09/2018;5;2;26;49
08/09/2018;6;2;25;58
08/09/2018;7;2;19;71
08/09/2018;8;2;9;78
08/09/2018;9;1;21;58
08/09/2018;10;1;24;57
08/09/2018;11;1;17;62
08/09/2018;12;1;9;77
08/09/2018;13;1;5;82
08/09/2018;14;1;5;82
08/09/2018;15;1;7;85
08/09/2018;16;1;7;89
08/09/2018;17;1;13;83
08/09/2018;18;1;14;78
08/09/2018;19;1;22;64
08/09/2018;20;1;30;55
08/09/2018;21;1;32;61
08/09/2018;22;1;24;73
08/09/2018;23;2;5;94
08/09/2018;24;2;6;93
09/09/2018;1;2;12;90
09/09/2018;2;2;6;105
09/09/2018;3;2;4;106
09/09/2018;4;2;3;106
09/09/2018;5;2;2;98
09/09/2018;6;2;2;96
09/09/2018;7;2;2;92
09/09/2018;8;2;2;88
09/09/2018;9;2;4;86
09/09/2018;10;2;8;86
09/09/2018;11;2;12;88
09/09/2018;12;2;9;104
09/09/2018;13;3;7;110
09/09/2018;14;2;7;108
09/09/2018;15;2;5;105
09/09/2018;16;3;7;105
09/09/2018;17;3;7;102
09/09/2018;18;3;9;101
09/09/2018;19;2;5;105
09/09/2018;20;3;5;97
09/09/2018;21;3;8;82
09/09/2018;22;2;10;71
09/09/2018;23;1;11;66
09/09/2018;24;1;4;72
10/09/2018;1;1;4;67
10/09/2018;2;1;3;62
10/09/2018;3;1;1;70
10/09/2018;4;1;4;62
10/09/2018;5;1;9;55
10/09/2018;6;1;18;46
10/09/2018;7;1;26;36
10/09/2018;8;1;32;27
10/09/2018;9;1;33;29
